Nationality,Name,Photo,Club,Wage,Overall
Argentina,L. Ocampos,https://cdn.sofifa.org/players/4/19/205632.png,Olympique de Marseille,€38K,77
England,J. Rodriguez,https://cdn.sofifa.org/players/4/19/169792.png,West Bromwich Albion,€41K,77
Bosnia Herzegovina,V. Ibišević,https://cdn.sofifa.org/players/4/19/162369.png,Hertha BSC,€31K,77
Venezuela,S. Rondón,https://cdn.sofifa.org/players/4/19/189250.png,Newcastle United,€41K,77
Spain,Victor Sánchez,https://cdn.sofifa.org/players/4/19/189506.png,RCD Espanyol,€26K,77
Uruguay,D. Suárez,https://cdn.sofifa.org/players/4/19/203843.png,Getafe CF,€22K,77
Netherlands,K. Huntelaar,https://cdn.sofifa.org/players/4/19/148803.png,Ajax,€20K,77
France,L. Dubois,https://cdn.sofifa.org/players/4/19/216643.png,Olympique Lyonnais,€44K,77
Portugal,André Pinto,https://cdn.sofifa.org/players/4/19/193862.png,Sporting CP,€14K,77
France,K. Lala,https://cdn.sofifa.org/players/4/19/204105.png,RC Strasbourg Alsace,€19K,77
Turkey,O. Kıvrak,https://cdn.sofifa.org/players/4/19/186953.png,Trabzonspor,€24K,77
Italy,A. Bertolacci,https://cdn.sofifa.org/players/4/19/192073.png,Milan,€75K,77
Italy,E. Giaccherini,https://cdn.sofifa.org/players/4/19/192841.png,Chievo Verona,€20K,77
Serbia,A. Živković,https://cdn.sofifa.org/players/4/19/220746.png,SL Benfica,€11K,77
Argentina,R. Ábila,https://cdn.sofifa.org/players/4/19/226378.png,Boca Juniors,€27K,77
Senegal,P. Diop,https://cdn.sofifa.org/players/4/19/178250.png,SD Eibar,€22K,77
Ukraine,D. Garmash,https://cdn.sofifa.org/players/4/19/206411.png,Dynamo Kyiv,€1K,77
United States,T. Chandler,https://cdn.sofifa.org/players/4/19/202316.png,Eintracht Frankfurt,€33K,77
Estonia,R. Klavan,https://cdn.sofifa.org/players/4/19/140620.png,Cagliari,€30K,77
Russia,A. Miranchuk,https://cdn.sofifa.org/players/4/19/214092.png,Lokomotiv Moscow,€1K,77
France,D. Da Silva,https://cdn.sofifa.org/players/4/19/179789.png,Stade Rennais FC,€30K,77
Switzerland,D. Benaglio,https://cdn.sofifa.org/players/4/19/115533.png,AS Monaco,€44K,77
Venezuela,T. Rincón,https://cdn.sofifa.org/players/4/19/191053.png,Torino,€42K,77
Uruguay,M. Pereira,https://cdn.sofifa.org/players/4/19/182862.png,FC Porto,€13K,77
Costa Rica,C. Borges,https://cdn.sofifa.org/players/4/19/190799.png,Göztepe SK,€24K,77
Argentina,J. Sand,https://cdn.sofifa.org/players/4/19/152912.png,Deportivo Cali,€3K,77
Spain,Markel Bergara,https://cdn.sofifa.org/players/4/19/155984.png,Getafe CF,€22K,77
Brazil,Vágner Love,https://cdn.sofifa.org/players/4/19/137809.png,Beşiktaş JK,€50K,77
France,B. Bourigeaud,https://cdn.sofifa.org/players/4/19/214097.png,Stade Rennais FC,€28K,77
Italy,R. Soriano,https://cdn.sofifa.org/players/4/19/193361.png,Torino,€31K,77
Russia,D. Kuzyaev,https://cdn.sofifa.org/players/4/19/223058.png,NA,€0,77
Argentina,R. Sambueza,https://cdn.sofifa.org/players/4/19/152916.png,Deportivo Toluca,€26K,77
Spain,Montoya,https://cdn.sofifa.org/players/4/19/194644.png,Brighton & Hove Albion,€43K,77
Italy,A. Poli,https://cdn.sofifa.org/players/4/19/185174.png,Bologna,€34K,77
England,C. Austin,https://cdn.sofifa.org/players/4/19/195671.png,Southampton,€53K,77
Italy,L. Tonelli,https://cdn.sofifa.org/players/4/19/201049.png,Sampdoria,€53K,77
Argentina,M. Zárate,https://cdn.sofifa.org/players/4/19/153177.png,Boca Juniors,€26K,77
England,J. Sancho,https://cdn.sofifa.org/players/4/19/233049.png,Borussia Dortmund,€22K,77
Serbia,D. Basta,https://cdn.sofifa.org/players/4/19/167514.png,Lazio,€41K,77
Brazil,Marçal,https://cdn.sofifa.org/players/4/19/207707.png,Olympique Lyonnais,€54K,77
Spain,Munir,https://cdn.sofifa.org/players/4/19/220253.png,FC Barcelona,€115K,77
Ivory Coast,G. Sio,https://cdn.sofifa.org/players/4/19/183389.png,NA,€0,77
Republic of Ireland,J. McCarthy,https://cdn.sofifa.org/players/4/19/188253.png,Everton,€74K,77
Mexico,J. Aquino,https://cdn.sofifa.org/players/4/19/192350.png,Tigres U.A.N.L.,€54K,77
Paraguay,H. Pérez,https://cdn.sofifa.org/players/4/19/193887.png,RCD Espanyol,€29K,77
Brazil,Jô,https://cdn.sofifa.org/players/4/19/140384.png,Nagoya Grampus,€11K,77
France,R. Gurtner,https://cdn.sofifa.org/players/4/19/176994.png,Amiens SC,€15K,77
Colombia,C. Sánchez,https://cdn.sofifa.org/players/4/19/182882.png,West Ham United,€65K,77
France,M. Sissoko,https://cdn.sofifa.org/players/4/19/183394.png,Tottenham Hotspur,€79K,77
Germany,W. Anton,https://cdn.sofifa.org/players/4/19/229476.png,Hannover 96,€22K,77
Tunisia,E. Skhiri,https://cdn.sofifa.org/players/4/19/225126.png,Montpellier HSC,€21K,77
Portugal,Rúben Vezo,https://cdn.sofifa.org/players/4/19/215399.png,Valencia CF,€26K,77
Spain,Jorge Molina,https://cdn.sofifa.org/players/4/19/154472.png,Getafe CF,€20K,77
Japan,M. Hasebe,https://cdn.sofifa.org/players/4/19/181098.png,Eintracht Frankfurt,€31K,77
Germany,A. Schürrle,https://cdn.sofifa.org/players/4/19/193130.png,Fulham,€47K,77
Nigeria,O. Ighalo,https://cdn.sofifa.org/players/4/19/185195.png,Changchun Yatai FC,€16K,77
Argentina,L. Acosta,https://cdn.sofifa.org/players/4/19/188268.png,Club Atlético Lanús,€22K,77
Turkey,V. Babacan,https://cdn.sofifa.org/players/4/19/188524.png,Medipol Başakşehir FK,€21K,77
France,R. Aguilar,https://cdn.sofifa.org/players/4/19/223597.png,Montpellier HSC,€23K,77
Spain,Yeray,https://cdn.sofifa.org/players/4/19/227950.png,Athletic Club de Bilbao,€19K,77
England,J. Defoe,https://cdn.sofifa.org/players/4/19/50542.png,Bournemouth,€49K,77
Denmark,L. Schøne,https://cdn.sofifa.org/players/4/19/172143.png,Ajax,€19K,77
Turkey,C. Ünder,https://cdn.sofifa.org/players/4/19/235889.png,Roma,€46K,77
Israel,M. Dabbur,https://cdn.sofifa.org/players/4/19/208498.png,FC Red Bull Salzburg,€40K,77
Spain,Roberto,https://cdn.sofifa.org/players/4/19/183666.png,RCD Espanyol,€21K,77
Cape Verde,Djaniny,https://cdn.sofifa.org/players/4/19/205427.png,Al Ahli,€42K,77
Brazil,Wallace,https://cdn.sofifa.org/players/4/19/216437.png,Lazio,€35K,77
Equatorial Guinea,Pedro Obiang,https://cdn.sofifa.org/players/4/19/200054.png,West Ham United,€65K,77
Germany,D. Heintz,https://cdn.sofifa.org/players/4/19/206198.png,SC Freiburg,€20K,77
France,N. Mukiele,https://cdn.sofifa.org/players/4/19/226166.png,RB Leipzig,€30K,77
Belgium,T. Vermaelen,https://cdn.sofifa.org/players/4/19/157304.png,FC Barcelona,€110K,77
Italy,I. Abate,https://cdn.sofifa.org/players/4/19/168312.png,Milan,€68K,77
Spain,Diego Llorente,https://cdn.sofifa.org/players/4/19/212602.png,Real Sociedad,€22K,77
New Zealand,C. Wood,https://cdn.sofifa.org/players/4/19/192123.png,Burnley,€56K,77
Brazil,Formosandrinho,https://cdn.sofifa.org/players/4/19/230524.png,Botafogo,€26K,77
Chile,E. Pulgar,https://cdn.sofifa.org/players/4/19/213629.png,Bologna,€26K,77
Russia,V. Vasin,https://cdn.sofifa.org/players/4/19/187517.png,PFC CSKA Moscow,€1K,77
Italy,V. Grifo,https://cdn.sofifa.org/players/4/19/212096.png,TSG 1899 Hoffenheim,€33K,77
Turkey,A. Turan,https://cdn.sofifa.org/players/4/19/143745.png,Medipol Başakşehir FK,€120K,77
Mexico,J. dos Santos,https://cdn.sofifa.org/players/4/19/170370.png,LA Galaxy,€10K,77
Germany,D. Schwaab,https://cdn.sofifa.org/players/4/19/183426.png,PSV,€16K,77
Germany,M. Schmelzer,https://cdn.sofifa.org/players/4/19/188802.png,Borussia Dortmund,€43K,77
Italy,L. Spinazzola,https://cdn.sofifa.org/players/4/19/202884.png,Juventus,€80K,77
Austria,A. Dragović,https://cdn.sofifa.org/players/4/19/189060.png,Bayer 04 Leverkusen,€50K,77
Netherlands,D. Pröpper,https://cdn.sofifa.org/players/4/19/193158.png,Brighton & Hove Albion,€47K,77
Italy,R. Inglese,https://cdn.sofifa.org/players/4/19/199559.png,Parma,€60K,77
Argentina,A. Marchesín,https://cdn.sofifa.org/players/4/19/201095.png,Club América,€43K,77
Argentina,R. De Paul,https://cdn.sofifa.org/players/4/19/212616.png,Udinese,€27K,77
Germany,C. Gentner,https://cdn.sofifa.org/players/4/19/158856.png,VfB Stuttgart,€34K,77
England,G. Murray,https://cdn.sofifa.org/players/4/19/172937.png,Brighton & Hove Albion,€51K,77
Brazil,Rafael Carioca,https://cdn.sofifa.org/players/4/19/188041.png,Tigres U.A.N.L.,€54K,77
England,A. McCarthy,https://cdn.sofifa.org/players/4/19/189324.png,Southampton,€37K,77
Argentina,L. Chichizola,https://cdn.sofifa.org/players/4/19/191628.png,Getafe CF,€19K,77
Switzerland,D. Zakaria,https://cdn.sofifa.org/players/4/19/229261.png,Borussia Mönchengladbach,€21K,77
Russia,G. Dzhikiya,https://cdn.sofifa.org/players/4/19/229773.png,Spartak Moscow,€1K,77
Chile,N. Castillo,https://cdn.sofifa.org/players/4/19/212878.png,SL Benfica,€14K,77
Belgium,D. Origi,https://cdn.sofifa.org/players/4/19/213135.png,Liverpool,€83K,77
Turkey,O. Yokuşlu,https://cdn.sofifa.org/players/4/19/205201.png,RC Celta,€19K,77
Russia,D. Cheryshev,https://cdn.sofifa.org/players/4/19/206225.png,Valencia CF,€31K,77
Germany,D. Selke,https://cdn.sofifa.org/players/4/19/212626.png,Hertha BSC,€27K,77
Brazil,Wendell,https://cdn.sofifa.org/players/4/19/216466.png,Bayer 04 Leverkusen,€43K,77
Mexico,M. Layún,https://cdn.sofifa.org/players/4/19/178322.png,Villarreal CF,€28K,77
Senegal,Y. Sabaly,https://cdn.sofifa.org/players/4/19/215699.png,FC Girondins de Bordeaux,€35K,77
Italy,P. Cutrone,https://cdn.sofifa.org/players/4/19/237715.png,Milan,€62K,77
Italy,F. Marchetti,https://cdn.sofifa.org/players/4/19/139668.png,Genoa,€9K,77
France,W. Cyprien,https://cdn.sofifa.org/players/4/19/212886.png,OGC Nice,€28K,77
Italy,G. Paletta,https://cdn.sofifa.org/players/4/19/165526.png,Jiangsu Suning FC,€20K,77
Ecuador,F. Caicedo,https://cdn.sofifa.org/players/4/19/175254.png,Lazio,€51K,77
Spain,Jordi Masip,https://cdn.sofifa.org/players/4/19/199575.png,Real Valladolid CF,€17K,77
Colombia,B. Espinosa,https://cdn.sofifa.org/players/4/19/186521.png,Girona FC,€29K,77
Italy,M. Benassi,https://cdn.sofifa.org/players/4/19/211354.png,Fiorentina,€45K,77
England,P. Jagielka,https://cdn.sofifa.org/players/4/19/53914.png,Everton,€53K,77
Slovakia,J. Kucka,https://cdn.sofifa.org/players/4/19/190875.png,Trabzonspor,€32K,77
Republic of Ireland,R. Brady,https://cdn.sofifa.org/players/4/19/201884.png,Burnley,€52K,77
Argentina,A. Szymanowski,https://cdn.sofifa.org/players/4/19/210333.png,CD Leganés,€31K,77
New Zealand,W. Reid,https://cdn.sofifa.org/players/4/19/176285.png,West Ham United,€68K,77
Portugal,Cédric,https://cdn.sofifa.org/players/4/19/201118.png,Southampton,€43K,77
Argentina,R. Civelli,https://cdn.sofifa.org/players/4/19/152993.png,Club Atlético Banfield,€16K,77
England,R. Loftus-Cheek,https://cdn.sofifa.org/players/4/19/213666.png,Chelsea,€76K,77
France,S. De Maio,https://cdn.sofifa.org/players/4/19/182179.png,Bologna,€30K,77
Scotland,S. Brown,https://cdn.sofifa.org/players/4/19/134820.png,Celtic,€47K,77
Serbia,A. Mitrović,https://cdn.sofifa.org/players/4/19/215716.png,Fulham,€52K,77
Norway,P. Skjelbred,https://cdn.sofifa.org/players/4/19/152996.png,Hertha BSC,€26K,77
Argentina,D. Cvitanich,https://cdn.sofifa.org/players/4/19/152997.png,Club Atlético Banfield,€19K,77
Italy,K. Lasagna,https://cdn.sofifa.org/players/4/19/224933.png,Udinese,€29K,77
Argentina,R. Palacio,https://cdn.sofifa.org/players/4/19/152999.png,Bologna,€27K,77
Germany,M. Wolf,https://cdn.sofifa.org/players/4/19/224425.png,Borussia Dortmund,€41K,77
Argentina,E. Gigliotti,https://cdn.sofifa.org/players/4/19/200875.png,Independiente,€24K,77
Denmark,N. Jørgensen,https://cdn.sofifa.org/players/4/19/199852.png,Feyenoord,€17K,77
Spain,Laguardia,https://cdn.sofifa.org/players/4/19/194222.png,Deportivo Alavés,€24K,77
Belgium,J. Lukaku,https://cdn.sofifa.org/players/4/19/207537.png,Lazio,€39K,77
France,J. Augustin,https://cdn.sofifa.org/players/4/19/225713.png,RB Leipzig,€39K,77
France,M. Diakhaby,https://cdn.sofifa.org/players/4/19/230578.png,Valencia CF,€22K,77
Brazil,Douglas,https://cdn.sofifa.org/players/4/19/187570.png,Vitória Guimarães,€6K,77
Serbia,N. Pejčinović,https://cdn.sofifa.org/players/4/19/193714.png,Changchun Yatai FC,€13K,77
Netherlands,D. van de Beek,https://cdn.sofifa.org/players/4/19/221363.png,Ajax,€14K,77
Spain,Borja Iglesias,https://cdn.sofifa.org/players/4/19/224179.png,RCD Espanyol,€29K,77
Japan,G. Shibasaki,https://cdn.sofifa.org/players/4/19/232883.png,Getafe CF,€24K,77
England,W. Hughes,https://cdn.sofifa.org/players/4/19/206516.png,Watford,€45K,77
Morocco,S. Boufal,https://cdn.sofifa.org/players/4/19/211381.png,RC Celta,€41K,77
Germany,T. Kehrer,https://cdn.sofifa.org/players/4/19/226229.png,Paris Saint-Germain,€43K,77
Switzerland,M. Lang,https://cdn.sofifa.org/players/4/19/184501.png,Borussia Mönchengladbach,€26K,77
Mexico,E. Gutiérrez,https://cdn.sofifa.org/players/4/19/220854.png,PSV,€15K,77
France,D. Upamecano,https://cdn.sofifa.org/players/4/19/229558.png,RB Leipzig,€18K,77
Brazil,Jefferson,https://cdn.sofifa.org/players/4/19/188086.png,Sporting CP,€14K,77
Argentina,W. Benítez,https://cdn.sofifa.org/players/4/19/215223.png,OGC Nice,€23K,77
FYR Macedonia,E. Bardhi,https://cdn.sofifa.org/players/4/19/237239.png,Levante UD,€22K,77
Senegal,K. Mbodji,https://cdn.sofifa.org/players/4/19/198584.png,FC Nantes,€21K,77
France,B. Sarr,https://cdn.sofifa.org/players/4/19/204472.png,Olympique de Marseille,€40K,77
Argentina,F. Ferreyra,https://cdn.sofifa.org/players/4/19/213432.png,SL Benfica,€14K,77
Brazil,Danilo,https://cdn.sofifa.org/players/4/19/166072.png,Bologna,€26K,77
Ghana,A. Ayew,https://cdn.sofifa.org/players/4/19/176571.png,Fenerbahçe SK,€35K,77
Greece,K. Mitroglou,https://cdn.sofifa.org/players/4/19/183483.png,Olympique de Marseille,€47K,77
Paraguay,J. Villar,https://cdn.sofifa.org/players/4/19/156092.png,NA,€0,77
Germany,P. Herrmann,https://cdn.sofifa.org/players/4/19/198077.png,Borussia Mönchengladbach,€29K,77
Germany,D. da Costa,https://cdn.sofifa.org/players/4/19/202429.png,Eintracht Frankfurt,€27K,77
Denmark,V. Fischer,https://cdn.sofifa.org/players/4/19/203965.png,FC København,€20K,77
Brazil,Wesley,https://cdn.sofifa.org/players/4/19/232381.png,Club Brugge KV,€20K,77
Germany,D. Ginczek,https://cdn.sofifa.org/players/4/19/192445.png,VfL Wolfsburg,€46K,77
Serbia,F. Kostić,https://cdn.sofifa.org/players/4/19/208574.png,Eintracht Frankfurt,€16K,77
Scotland,R. Fraser,https://cdn.sofifa.org/players/4/19/207807.png,Bournemouth,€52K,77
Spain,Cote,https://cdn.sofifa.org/players/4/19/190143.png,SD Eibar,€23K,77
England,H. Winks,https://cdn.sofifa.org/players/4/19/222400.png,Tottenham Hotspur,€66K,77
Switzerland,K. Mbabu,https://cdn.sofifa.org/players/4/19/210625.png,BSC Young Boys,€19K,77
Austria,M. Hinteregger,https://cdn.sofifa.org/players/4/19/201922.png,FC Augsburg,€23K,77
Argentina,L. Acosta,https://cdn.sofifa.org/players/4/19/221634.png,DC United,€8K,77
Brazil,Sidcley,https://cdn.sofifa.org/players/4/19/225474.png,Dynamo Kyiv,€1K,77
Denmark,M. Jørgensen,https://cdn.sofifa.org/players/4/19/183491.png,Huddersfield Town,€45K,77
Mexico,M. Fabián,https://cdn.sofifa.org/players/4/19/186307.png,Eintracht Frankfurt,€36K,77
Brazil,Carlos Eduardo,https://cdn.sofifa.org/players/4/19/192708.png,Al Hilal,€41K,77
Spain,Rubén Castro,https://cdn.sofifa.org/players/4/19/115909.png,UD Las Palmas,€11K,77
Sweden,L. Augustinsson,https://cdn.sofifa.org/players/4/19/212678.png,SV Werder Bremen,€22K,77
Turkey,S. Aziz,https://cdn.sofifa.org/players/4/19/189127.png,Galatasaray SK,€48K,77
Mexico,G. Ochoa,https://cdn.sofifa.org/players/4/19/140233.png,Standard de Liège,€13K,77
Finland,P. Hetemaj,https://cdn.sofifa.org/players/4/19/172233.png,Chievo Verona,€19K,77
Portugal,André André,https://cdn.sofifa.org/players/4/19/199626.png,Vitória Guimarães,€13K,77
Brazil,Vinícius Júnior,https://cdn.sofifa.org/players/4/19/238794.png,Real Madrid,€66K,77
Switzerland,B. Džemaili,https://cdn.sofifa.org/players/4/19/138699.png,Bologna,€33K,77
Spain,Juanpe,https://cdn.sofifa.org/players/4/19/192715.png,Girona FC,€27K,77
Greece,K. Fortounis,https://cdn.sofifa.org/players/4/19/203980.png,Olympiacos CFP,€1K,77
Netherlands,M. Vorm,https://cdn.sofifa.org/players/4/19/137677.png,Tottenham Hotspur,€56K,77
Germany,B. Oczipka,https://cdn.sofifa.org/players/4/19/189390.png,FC Schalke 04,€30K,77
Uruguay,R. Bentancur,https://cdn.sofifa.org/players/4/19/227535.png,Juventus,€62K,77
France,T. Hernández,https://cdn.sofifa.org/players/4/19/232656.png,Real Sociedad,€76K,77
England,M. Lowton,https://cdn.sofifa.org/players/4/19/199633.png,Burnley,€50K,77
France,I. Diop,https://cdn.sofifa.org/players/4/19/231633.png,West Ham United,€46K,77
France,B. André,https://cdn.sofifa.org/players/4/19/190674.png,Stade Rennais FC,€32K,77
Italy,C. Piccini,https://cdn.sofifa.org/players/4/19/201939.png,Valencia CF,€29K,77
Portugal,Paulinho,https://cdn.sofifa.org/players/4/19/216531.png,SC Braga,€16K,77
Guinea,A. Diawara,https://cdn.sofifa.org/players/4/19/230613.png,Napoli,€41K,77
Spain,Yuri Berchiche,https://cdn.sofifa.org/players/4/19/183512.png,Athletic Club de Bilbao,€23K,77
Portugal,José Sá,https://cdn.sofifa.org/players/4/19/212442.png,Olympiacos CFP,€1K,77
Guinea,F. Kamano,https://cdn.sofifa.org/players/4/19/224218.png,FC Girondins de Bordeaux,€39K,77
Argentina,F. Cartabia,https://cdn.sofifa.org/players/4/19/216796.png,Deportivo de La Coruña,€12K,77
Turkey,E. Ünal,https://cdn.sofifa.org/players/4/19/223197.png,Real Valladolid CF,€26K,77
Serbia,I. Radovanović,https://cdn.sofifa.org/players/4/19/186589.png,Chievo Verona,€18K,77
Brazil,Renan Ribeiro,https://cdn.sofifa.org/players/4/19/194781.png,Sporting CP,€11K,77
Spain,Jony,https://cdn.sofifa.org/players/4/19/222943.png,Deportivo Alavés,€12K,77
Argentina,D. Buonanotte,https://cdn.sofifa.org/players/4/19/170719.png,Universidad Católica,€12K,77
Spain,Tomás Pina,https://cdn.sofifa.org/players/4/19/198368.png,Deportivo Alavés,€25K,77
France,N. Pallois,https://cdn.sofifa.org/players/4/19/199393.png,FC Nantes,€25K,77
Germany,D. Latza,https://cdn.sofifa.org/players/4/19/189410.png,1. FSV Mainz 05,€30K,77
Argentina,F. Belluschi,https://cdn.sofifa.org/players/4/19/143587.png,San Lorenzo de Almagro,€22K,77
United Arab Emirates,O. Abdulrahman,https://cdn.sofifa.org/players/4/19/245221.png,Al Hilal,€39K,77
Argentina,O. Trejo,https://cdn.sofifa.org/players/4/19/173030.png,Rayo Vallecano,€21K,77
Italy,N. Barella,https://cdn.sofifa.org/players/4/19/224232.png,Cagliari,€24K,77
Spain,Angeliño,https://cdn.sofifa.org/players/4/19/220651.png,PSV,€11K,77
Brazil,Vieirundinho,https://cdn.sofifa.org/players/4/19/230379.png,Santos,€18K,77
Chile,F. Orellana,https://cdn.sofifa.org/players/4/19/192492.png,SD Eibar,€24K,77
Austria,F. Grillitsch,https://cdn.sofifa.org/players/4/19/228336.png,TSG 1899 Hoffenheim,€30K,77
Paraguay,C. Ortíz,https://cdn.sofifa.org/players/4/19/198129.png,Monterrey,€43K,77
Brazil,Bruno Viana,https://cdn.sofifa.org/players/4/19/234226.png,SC Braga,€12K,77
Argentina,J. Maidana,https://cdn.sofifa.org/players/4/19/172018.png,River Plate,€22K,77
Argentina,R. Funes Mori,https://cdn.sofifa.org/players/4/19/199667.png,Villarreal CF,€28K,77
Germany,D. Kohr,https://cdn.sofifa.org/players/4/19/212212.png,Bayer 04 Leverkusen,€43K,77
Argentina,F. Higuaín,https://cdn.sofifa.org/players/4/19/167669.png,Columbus Crew SC,€10K,77
Czech Republic,A. Barák,https://cdn.sofifa.org/players/4/19/236791.png,Udinese,€24K,77
Romania,F. Andone,https://cdn.sofifa.org/players/4/19/225018.png,Brighton & Hove Albion,€49K,77
Spain,Adrián,https://cdn.sofifa.org/players/4/19/173818.png,FC Porto,€16K,77
Costa Rica,G. González,https://cdn.sofifa.org/players/4/19/208379.png,Bologna,€30K,77
Brazil,Otávio,https://cdn.sofifa.org/players/4/19/222715.png,FC Girondins de Bordeaux,€32K,77
Netherlands,D. Janmaat,https://cdn.sofifa.org/players/4/19/188155.png,Watford,€50K,77
Argentina,R. Funes Mori,https://cdn.sofifa.org/players/4/19/198140.png,Monterrey,€49K,77
