Name,Photo,Overall,Potential,Value,Wage,Age,Height,Club,Nationality,League,Country,InternationalReputation
Claudemir,https://cdn.sofifa.org/players/4/19/186935.png,75,75,6,14,30,6'1,SC Braga,Brazil,Liga Nos,Portugal,1
Cláudio Falcão,https://cdn.sofifa.org/players/4/19/240316.png,69,75,1.2,5,23,5'7,CD Aves,Brazil,Liga Nos,Portugal,1
Cláudio Ramos,https://cdn.sofifa.org/players/4/19/198513.png,78,82,9.5,6,26,6'0,CD Tondela,Portugal,Liga Nos,Portugal,1
Clemente,https://cdn.sofifa.org/players/4/19/216103.png,67,67,NA,3,34,6'0,Santa Clara,Portugal,Liga Nos,Portugal,1
Cleylton,https://cdn.sofifa.org/players/4/19/240114.png,67,71,NA,2,25,6'3,Os Belenenses,Brazil,Liga Nos,Portugal,1
Córdoba,https://cdn.sofifa.org/players/4/19/229764.png,75,83,10,18,21,5'11,Athletic Club de Bilbao,Spain,La Liga,Spain,1
Costinha,https://cdn.sofifa.org/players/4/19/229473.png,73,76,4.9,6,25,5'7,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Cotán,https://cdn.sofifa.org/players/4/19/219864.png,70,78,2.3,9,22,5'9,Real Valladolid CF,Spain,La Liga,Spain,1
Cote,https://cdn.sofifa.org/players/4/19/190143.png,77,77,7,23,28,6'0,SD Eibar,Spain,La Liga,Spain,1
Coutinho,https://cdn.sofifa.org/players/4/19/189242.png,88,89,69.5,340,26,5'8,FC Barcelona,Brazil,La Liga,Spain,3
Cris,https://cdn.sofifa.org/players/4/19/183160.png,66,66,NA,3,34,5'10,CD Feirense,Portugal,Liga Nos,Portugal,1
Cristian López,https://cdn.sofifa.org/players/4/19/219641.png,71,71,2.4,17,29,6'1,Angers SCO,Spain,Ligue 1,France,1
Cristian Rivero,https://cdn.sofifa.org/players/4/19/241179.png,67,79,1.1,5,20,6'2,Valencia CF,Spain,La Liga,Spain,1
Cristian Rodríguez,https://cdn.sofifa.org/players/4/19/245986.png,60,70,NA,5,22,5'11,Atlético Madrid,Spain,La Liga,Spain,1
Cristian Tello,https://cdn.sofifa.org/players/4/19/200315.png,80,80,16,30,26,5'10,Real Betis,Spain,La Liga,Spain,2
Cristiano,https://cdn.sofifa.org/players/4/19/205068.png,68,70,NA,2,27,6'4,Vitória de Setúbal,Portugal,Liga Nos,Portugal,1
Cristiano Ronaldo,https://cdn.sofifa.org/players/4/19/20801.png,94,94,77,405,33,6'2,Juventus,Portugal,Serie A,Italy,5
Cristo González,https://cdn.sofifa.org/players/4/19/225105.png,66,78,1.2,26,20,5'10,Real Madrid,Spain,La Liga,Spain,1
Crivellaro,https://cdn.sofifa.org/players/4/19/195838.png,71,71,2.3,9,29,6'0,CD Feirense,Brazil,Liga Nos,Portugal,1
Cucurella,https://cdn.sofifa.org/players/4/19/239231.png,71,82,3.4,27,19,5'8,SD Eibar,Spain,La Liga,Spain,1
Curro Sánchez,https://cdn.sofifa.org/players/4/19/231733.png,67,74,1.1,5,22,5'9,Sevilla FC,Spain,La Liga,Spain,1
Cyriac,https://cdn.sofifa.org/players/4/19/191034.png,71,71,2.5,11,27,5'8,Sivasspor,Ivory Coast,Süper Lig,Turkey,1
D. Abraham,https://cdn.sofifa.org/players/4/19/160741.png,79,79,8.5,37,31,6'2,Eintracht Frankfurt,Argentina,Bundesliga,Germany,2
D. Agyei,https://cdn.sofifa.org/players/4/19/228382.png,62,71,NA,7,21,6'0,Burnley,England,Premier League,UK,1
D. Alaba,https://cdn.sofifa.org/players/4/19/197445.png,85,87,38,110,26,5'11,FC Bayern München,Austria,Bundesliga,Germany,4
D. Aleksić,https://cdn.sofifa.org/players/4/19/190593.png,70,71,2,9,27,6'0,Yeni Malatyaspor,Serbia,Süper Lig,Turkey,NA
D. Alli,https://cdn.sofifa.org/players/4/19/211117.png,84,90,42.5,115,22,6'2,Tottenham Hotspur,England,Premier League,UK,3
D. Amartey,https://cdn.sofifa.org/players/4/19/212883.png,75,79,7,43,23,6'1,Leicester City,Ghana,Premier League,UK,1
D. Aogo,https://cdn.sofifa.org/players/4/19/164491.png,75,75,4.5,28,31,6'1,VfB Stuttgart,Germany,Bundesliga,Germany,2
D. Avdijaj,https://cdn.sofifa.org/players/4/19/221896.png,71,78,3.4,6,21,5'8,Willem II,Kosovo,Eredivisie,Netherlands,1
D. Baier,https://cdn.sofifa.org/players/4/19/137351.png,79,79,3.8,28,34,5'9,FC Augsburg,Germany,Bundesliga,Germany,2
D. Bajselmani,https://cdn.sofifa.org/players/4/19/246456.png,59,70,NA,1,19,5'10,PEC Zwolle,Netherlands,Eredivisie,Netherlands,1
D. Bakker,https://cdn.sofifa.org/players/4/19/212485.png,66,70,NA,2,23,5'10,ADO Den Haag,Netherlands,Eredivisie,Netherlands,1
D. Baselli,https://cdn.sofifa.org/players/4/19/205407.png,79,82,15.5,49,26,6'0,Torino,Italy,Serie A,Italy,2
D. Basta,https://cdn.sofifa.org/players/4/19/167514.png,77,77,3.4,41,33,6'0,Lazio,Serbia,Serie A,Italy,2
D. Benaglio,https://cdn.sofifa.org/players/4/19/115533.png,77,77,3.6,44,34,6'4,AS Monaco,Switzerland,Ligue 1,France,3
D. Berardi,https://cdn.sofifa.org/players/4/19/210935.png,78,83,14,50,23,6'0,Sassuolo,Italy,Serie A,Italy,2
D. Bertaud,https://cdn.sofifa.org/players/4/19/228616.png,64,76,NA,3,20,5'11,Montpellier HSC,France,Ligue 1,France,1
D. Bertrand,https://cdn.sofifa.org/players/4/19/244118.png,63,66,NA,4,25,5'9,Angers SCO,France,Ligue 1,France,1
D. Bessa,https://cdn.sofifa.org/players/4/19/208144.png,72,76,3.9,4,25,5'10,Genoa,Italy,Serie A,Italy,1
D. Beyreuther,https://cdn.sofifa.org/players/4/19/240939.png,60,76,NA,2,18,5'11,Eintracht Frankfurt,Germany,Bundesliga,Germany,1
D. Biraschi,https://cdn.sofifa.org/players/4/19/213938.png,71,78,2.8,9,23,6'0,Genoa,Italy,Serie A,Italy,1
D. Blind,https://cdn.sofifa.org/players/4/19/190815.png,80,80,12,22,28,5'11,Ajax,Netherlands,Eredivisie,Netherlands,3
D. Boer,https://cdn.sofifa.org/players/4/19/9833.png,69,69,NA,3,37,6'4,PEC Zwolle,Netherlands,Eredivisie,Netherlands,1
D. Bonera,https://cdn.sofifa.org/players/4/19/45595.png,75,75,NA,18,37,6'0,Villarreal CF,Italy,La Liga,Spain,2
D. Bouanga,https://cdn.sofifa.org/players/4/19/225951.png,72,77,4.2,12,23,5'11,Nîmes Olympique,Gabon,Ligue 1,France,1
D. Bouzanis,https://cdn.sofifa.org/players/4/19/181468.png,65,65,NA,3,27,6'1,PEC Zwolle,Australia,Eredivisie,Netherlands,1
D. Brasanac,https://cdn.sofifa.org/players/4/19/236221.png,74,77,7,20,26,5'10,Deportivo Alavés,Serbia,La Liga,Spain,1
D. Brooks,https://cdn.sofifa.org/players/4/19/220196.png,73,85,7,33,20,6'0,Bournemouth,Wales,Premier League,UK,1
D. Brosinski,https://cdn.sofifa.org/players/4/19/189043.png,76,76,6,25,29,5'10,1. FSV Mainz 05,Germany,Bundesliga,Germany,1
D. Bulthuis,https://cdn.sofifa.org/players/4/19/205565.png,68,68,NA,4,28,6'3,SC Heerenveen,Netherlands,Eredivisie,Netherlands,1
D. Burgzorg,https://cdn.sofifa.org/players/4/19/243619.png,61,75,NA,1,19,6'1,De Graafschap,Netherlands,Eredivisie,Netherlands,1
D. Burnić,https://cdn.sofifa.org/players/4/19/228082.png,66,78,1,8,20,5'11,Borussia Dortmund,Germany,Bundesliga,Germany,NA
D. Button,https://cdn.sofifa.org/players/4/19/173533.png,68,68,NA,14,29,6'3,Brighton & Hove Albion,England,Premier League,UK,1
D. Calabria,https://cdn.sofifa.org/players/4/19/228881.png,78,88,14.5,52,21,5'9,Milan,Italy,Serie A,Italy,1
D. Ćaleta-Car,https://cdn.sofifa.org/players/4/19/225263.png,74,81,7,23,21,6'4,Olympique de Marseille,Croatia,Ligue 1,France,NA
D. Caligiuri,https://cdn.sofifa.org/players/4/19/197083.png,79,79,9,33,30,6'0,FC Schalke 04,Italy,Bundesliga,Germany,2
D. Calvert-Lewin,https://cdn.sofifa.org/players/4/19/221479.png,74,83,9,55,21,6'2,Everton,England,Premier League,UK,1
D. Camara Bos,https://cdn.sofifa.org/players/4/19/244177.png,55,68,NA,1,19,5'9,FC Emmen,Netherlands,Eredivisie,Netherlands,1
D. Cataldi,https://cdn.sofifa.org/players/4/19/211361.png,75,79,8.5,35,23,5'11,Lazio,Italy,Serie A,Italy,2
D. Cheryshev,https://cdn.sofifa.org/players/4/19/206225.png,77,77,9.5,31,27,5'10,Valencia CF,Russia,La Liga,Spain,2
D. Ciofani,https://cdn.sofifa.org/players/4/19/178475.png,73,73,3.2,15,32,6'3,Frosinone,Italy,Serie A,Italy,2
D. Congré,https://cdn.sofifa.org/players/4/19/163665.png,75,75,2.7,22,33,6'1,Montpellier HSC,France,Ligue 1,France,2
D. Contento,https://cdn.sofifa.org/players/4/19/194727.png,71,71,1.9,18,28,5'10,Fortuna Düsseldorf,Germany,Bundesliga,Germany,2
D. Čop,https://cdn.sofifa.org/players/4/19/189536.png,72,72,3.2,14,28,6'0,Real Valladolid CF,Croatia,La Liga,Spain,NA
D. Criscito,https://cdn.sofifa.org/players/4/19/173208.png,80,80,10,21,31,6'0,Genoa,Italy,Serie A,Italy,2
D. Crowley,https://cdn.sofifa.org/players/4/19/224956.png,68,75,1.3,3,20,5'7,Willem II,England,Eredivisie,Netherlands,1
D. D'Ambrosio,https://cdn.sofifa.org/players/4/19/198946.png,76,76,6,50,29,5'11,Inter,Italy,Serie A,Italy,2
D. da Costa,https://cdn.sofifa.org/players/4/19/202429.png,77,79,9,27,24,6'2,Eintracht Frankfurt,Germany,Bundesliga,Germany,1
D. Da Silva,https://cdn.sofifa.org/players/4/19/179789.png,77,77,6.5,30,30,6'0,Stade Rennais FC,France,Ligue 1,France,2
D. Dankerlui,https://cdn.sofifa.org/players/4/19/234198.png,65,73,NA,2,21,5'8,Willem II,Netherlands,Eredivisie,Netherlands,1
D. De Rossi,https://cdn.sofifa.org/players/4/19/53302.png,83,83,8,80,34,6'0,Roma,Italy,Serie A,Italy,3
D. de Wit,https://cdn.sofifa.org/players/4/19/239361.png,66,75,NA,4,20,6'0,Ajax,Netherlands,Eredivisie,Netherlands,1
D. Demme,https://cdn.sofifa.org/players/4/19/202325.png,79,80,12,50,26,5'7,RB Leipzig,Germany,Bundesliga,Germany,1
D. Dessena,https://cdn.sofifa.org/players/4/19/173147.png,70,70,1.5,17,31,6'0,Cagliari,Italy,Serie A,Italy,2
D. Dianessy,https://cdn.sofifa.org/players/4/19/227599.png,66,73,NA,2,22,6'0,Fortuna Sittard,France,Eredivisie,Netherlands,1
D. Didavi,https://cdn.sofifa.org/players/4/19/193886.png,80,80,15,44,28,5'11,VfB Stuttgart,Germany,Bundesliga,Germany,2
D. Djené,https://cdn.sofifa.org/players/4/19/217940.png,78,79,10,23,26,5'9,Getafe CF,Togo,La Liga,Spain,1
D. Doekhi,https://cdn.sofifa.org/players/4/19/232658.png,65,75,NA,3,20,6'3,Vitesse,Netherlands,Eredivisie,Netherlands,1
D. Dos Santos,https://cdn.sofifa.org/players/4/19/224243.png,68,73,1.2,3,21,5'9,Heracles Almelo,Netherlands,Eredivisie,Netherlands,1
D. Drinkwater,https://cdn.sofifa.org/players/4/19/186132.png,79,79,12.5,110,28,5'10,Chelsea,England,Premier League,UK,2
D. Duhaney,https://cdn.sofifa.org/players/4/19/230068.png,61,77,NA,3,19,5'11,Huddersfield Town,England,Premier League,UK,1
D. Dumfries,https://cdn.sofifa.org/players/4/19/233096.png,76,81,8.5,13,22,6'2,PSV,Netherlands,Eredivisie,Netherlands,1
D. Eckert,https://cdn.sofifa.org/players/4/19/239323.png,64,76,NA,4,21,5'11,RC Celta,Germany,La Liga,Spain,1
D. Falcinelli,https://cdn.sofifa.org/players/4/19/193077.png,74,75,6.5,29,27,6'1,Bologna,Italy,Serie A,Italy,1
D. Foulquier,https://cdn.sofifa.org/players/4/19/203177.png,71,76,2.6,27,25,6'0,Getafe CF,France,La Liga,Spain,1
D. Franke,https://cdn.sofifa.org/players/4/19/236787.png,59,76,NA,2,19,6'0,VfL Wolfsburg,Germany,Bundesliga,Germany,1
D. Furtado,https://cdn.sofifa.org/players/4/19/244971.png,64,76,NA,2,21,5'11,Rio Ave FC,France,Liga Nos,Portugal,1
D. Geiger,https://cdn.sofifa.org/players/4/19/235526.png,70,84,3.9,13,20,5'8,TSG 1899 Hoffenheim,Germany,Bundesliga,Germany,1
D. Genreau,https://cdn.sofifa.org/players/4/19/236890.png,57,74,NA,1,19,5'9,PEC Zwolle,Australia,Eredivisie,Netherlands,1
D. Ginczek,https://cdn.sofifa.org/players/4/19/192445.png,77,78,10.5,46,27,6'3,VfL Wolfsburg,Germany,Bundesliga,Germany,2
D. Godín,https://cdn.sofifa.org/players/4/19/182493.png,90,90,44,125,32,6'2,Atlético Madrid,Uruguay,La Liga,Spain,3
D. Gorter,https://cdn.sofifa.org/players/4/19/184001.png,66,66,NA,3,30,5'9,ADO Den Haag,Netherlands,Eredivisie,Netherlands,1
D. Gosling,https://cdn.sofifa.org/players/4/19/184749.png,74,74,5.5,51,28,6'0,Bournemouth,England,Premier League,UK,1
D. Gray,https://cdn.sofifa.org/players/4/19/220633.png,76,83,11,50,22,5'11,Leicester City,England,Premier League,UK,1
D. Grimshaw,https://cdn.sofifa.org/players/4/19/224947.png,54,68,NA,6,20,6'1,Manchester City,England,Premier League,UK,1
D. Grootenhuis,https://cdn.sofifa.org/players/4/19/239562.png,58,67,NA,1,21,5'7,FC Emmen,Netherlands,Eredivisie,Netherlands,1
D. Haspolat,https://cdn.sofifa.org/players/4/19/235661.png,61,76,NA,1,18,5'10,Excelsior,Netherlands,Eredivisie,Netherlands,1
D. Heintz,https://cdn.sofifa.org/players/4/19/206198.png,77,79,9,20,24,6'2,SC Freiburg,Germany,Bundesliga,Germany,2
D. Høegh,https://cdn.sofifa.org/players/4/19/201301.png,67,68,NA,3,27,6'3,SC Heerenveen,Denmark,Eredivisie,Netherlands,1
D. İncedere,https://cdn.sofifa.org/players/4/19/237121.png,58,71,NA,5,21,5'7,Galatasaray SK,Turkey,Süper Lig,Turkey,1
D. Ings,https://cdn.sofifa.org/players/4/19/195859.png,76,78,9.5,85,25,5'10,Southampton,England,Premier League,UK,1
D. Iorfa,https://cdn.sofifa.org/players/4/19/218658.png,67,71,NA,16,23,6'4,Wolverhampton Wanderers,England,Premier League,UK,1
D. Janmaat,https://cdn.sofifa.org/players/4/19/188155.png,77,77,7,50,28,6'1,Watford,Netherlands,Premier League,UK,2
D. Jastrzembski,https://cdn.sofifa.org/players/4/19/244509.png,66,84,1.3,4,18,5'9,Hertha BSC,Germany,Bundesliga,Germany,1
D. Jensen,https://cdn.sofifa.org/players/4/19/190947.png,73,76,3.5,11,26,6'5,FC Utrecht,Denmark,Eredivisie,Netherlands,1
D. Johnsen,https://cdn.sofifa.org/players/4/19/237502.png,68,79,1.5,6,20,6'1,Ajax,Norway,Eredivisie,Netherlands,1
D. Johnson,https://cdn.sofifa.org/players/4/19/235051.png,62,78,NA,4,19,6'1,Leicester City,England,Premier League,UK,1
D. Kadah,https://cdn.sofifa.org/players/4/19/185260.png,73,73,3.1,20,32,6'1,Göztepe SK,Turkey,Süper Lig,Turkey,1
D. Klaassen,https://cdn.sofifa.org/players/4/19/203483.png,79,81,15,32,25,5'10,SV Werder Bremen,Netherlands,Bundesliga,Germany,2
D. Klomp,https://cdn.sofifa.org/players/4/19/239348.png,59,69,NA,1,19,6'2,"NAC Breda",Netherlands,Eredivisie,Netherlands,1
D. Kohr,https://cdn.sofifa.org/players/4/19/212212.png,77,81,10,43,24,6'1,Bayer 04 Leverkusen,Germany,Bundesliga,Germany,2
D. Koita,https://cdn.sofifa.org/players/4/19/243907.png,68,80,1.3,4,18,6'0,En Avant de Guingamp,France,Ligue 1,France,1
D. Kolovos,https://cdn.sofifa.org/players/4/19/223921.png,67,71,NA,3,25,6'0,Willem II,Greece,Eredivisie,Netherlands,1
D. Kopacz,https://cdn.sofifa.org/players/4/19/244034.png,62,77,NA,3,19,5'11,VfB Stuttgart,Poland,Bundesliga,Germany,1
D. Koppers,https://cdn.sofifa.org/players/4/19/204386.png,67,68,NA,4,26,5'10,PEC Zwolle,Netherlands,Eredivisie,Netherlands,1
D. Kownacki,https://cdn.sofifa.org/players/4/19/221168.png,70,82,3.2,15,21,6'2,Sampdoria,Poland,Serie A,Italy,1
D. Lachman,https://cdn.sofifa.org/players/4/19/198135.png,66,66,NA,3,28,6'2,PEC Zwolle,Curacao,Eredivisie,Netherlands,1
D. Larsson,https://cdn.sofifa.org/players/4/19/176773.png,70,70,1.6,10,31,5'9,Akhisar Belediyespor,Sweden,Süper Lig,Turkey,1
D. Latza,https://cdn.sofifa.org/players/4/19/189410.png,77,77,9,30,28,5'10,1. FSV Mainz 05,Germany,Bundesliga,Germany,1
D. Laxalt,https://cdn.sofifa.org/players/4/19/213400.png,78,80,12.5,76,25,5'10,Milan,Uruguay,Serie A,Italy,2
D. Lazović,https://cdn.sofifa.org/players/4/19/212127.png,74,74,6,15,27,5'11,Genoa,Serbia,Serie A,Italy,NA
D. Le Tallec,https://cdn.sofifa.org/players/4/19/190416.png,72,73,2.8,17,28,6'2,Montpellier HSC,France,Ligue 1,France,1
D. Liénard,https://cdn.sofifa.org/players/4/19/235042.png,75,75,6,18,30,6'0,RC Strasbourg Alsace,France,Ligue 1,France,1
D. Lippert,https://cdn.sofifa.org/players/4/19/237500.png,61,70,NA,3,22,5'8,1. FC Nürnberg,Germany,Bundesliga,Germany,1
D. Lovren,https://cdn.sofifa.org/players/4/19/195086.png,81,82,16,115,28,6'2,Liverpool,Croatia,Premier League,UK,2
D. Lovren1,https://cdn.sofifa.org/players/4/19/239189.png,64,81,NA,3,19,5'8,Fortuna Düsseldorf,Croatia,Bundesliga,Germany,1
D. Luckassen,https://cdn.sofifa.org/players/4/19/224242.png,73,77,4.4,10,22,6'1,Hertha BSC,Netherlands,Bundesliga,Germany,1
D. Lukebakio,https://cdn.sofifa.org/players/4/19/231416.png,73,81,6,29,20,6'2,Fortuna Düsseldorf,Belgium,Bundesliga,Germany,1
D. Machís,https://cdn.sofifa.org/players/4/19/210463.png,75,78,8.5,26,25,5'7,Udinese,Venezuela,Serie A,Italy,1
D. Mahmudov,https://cdn.sofifa.org/players/4/19/221356.png,66,66,NA,3,28,5'7,Excelsior,FYR Macedonia,Eredivisie,Netherlands,1
D. Maietta,https://cdn.sofifa.org/players/4/19/137774.png,72,72,NA,7,35,6'0,Empoli,Italy,Serie A,Italy,1
D. Malen,https://cdn.sofifa.org/players/4/19/231447.png,72,83,5,6,19,5'10,PSV,Netherlands,Eredivisie,Netherlands,1
D. Malone,https://cdn.sofifa.org/players/4/19/210205.png,67,67,NA,3,29,6'1,ADO Den Haag,Suriname,Eredivisie,Netherlands,1
D. McNeil,https://cdn.sofifa.org/players/4/19/243282.png,64,79,NA,5,18,6'0,Burnley,England,Premier League,UK,1
D. Mertens,https://cdn.sofifa.org/players/4/19/175943.png,87,87,45,135,31,5'7,Napoli,Belgium,Serie A,Italy,3
D. Milošević,https://cdn.sofifa.org/players/4/19/221367.png,70,75,2.4,9,23,6'0,Atiker Konyaspor,Bosnia Herzegovina,Süper Lig,Turkey,NA
D. Musto,https://cdn.sofifa.org/players/4/19/216019.png,74,74,3.8,18,31,6'0,SD Huesca,Argentina,La Liga,Spain,1
D. N'Dinga,https://cdn.sofifa.org/players/4/19/188763.png,72,72,2.3,10,30,5'11,Sivasspor,Congo,Süper Lig,Turkey,1
D. N'Lundulu,https://cdn.sofifa.org/players/4/19/236321.png,60,72,NA,4,19,5'11,Southampton,England,Premier League,UK,1
D. Nounkeu,https://cdn.sofifa.org/players/4/19/192621.png,71,71,1.4,11,32,6'0,Akhisar Belediyespor,Cameroon,Süper Lig,Turkey,1
D. Odoi,https://cdn.sofifa.org/players/4/19/185349.png,69,69,NA,22,30,5'10,Fulham,Belgium,Premier League,UK,1
D. Origi,https://cdn.sofifa.org/players/4/19/213135.png,77,82,12,83,23,6'1,Liverpool,Belgium,Premier League,UK,2
D. Osei Yaw,https://cdn.sofifa.org/players/4/19/244025.png,64,75,NA,3,19,6'0,Toulouse Football Club,France,Ligue 1,France,1
D. Ospina,https://cdn.sofifa.org/players/4/19/176550.png,79,79,8.5,80,29,6'0,Napoli,Colombia,Serie A,Italy,2
D. Otto,https://cdn.sofifa.org/players/4/19/242183.png,62,81,NA,3,19,6'1,TSG 1899 Hoffenheim,Germany,Bundesliga,Germany,1
D. Padelli,https://cdn.sofifa.org/players/4/19/162297.png,74,74,3.2,34,32,6'3,Inter,Italy,Serie A,Italy,2
D. Palacios,https://cdn.sofifa.org/players/4/19/245065.png,66,75,NA,1,18,5'7,Willem II,Ecuador,Eredivisie,Netherlands,1
D. Parker,https://cdn.sofifa.org/players/4/19/224253.png,64,72,NA,5,22,5'9,1. FSV Mainz 05,Germany,Bundesliga,Germany,1
D. Payet,https://cdn.sofifa.org/players/4/19/177388.png,84,84,27.5,75,31,5'9,Olympique de Marseille,France,Ligue 1,France,3
D. Payne,https://cdn.sofifa.org/players/4/19/226174.png,64,70,NA,1,22,6'0,Excelsior,United States,Eredivisie,Netherlands,1
D. Perotti,https://cdn.sofifa.org/players/4/19/183900.png,81,81,17.5,84,29,5'10,Roma,Argentina,Serie A,Italy,3
D. Petrić,https://cdn.sofifa.org/players/4/19/184781.png,70,70,1.1,9,30,6'1,En Avant de Guingamp,Serbia,Ligue 1,France,NA
D. Pineda,https://cdn.sofifa.org/players/4/19/243607.png,68,74,1.2,3,22,5'10,Santa Clara,El Salvador,Liga Nos,Portugal,1
D. Poha,https://cdn.sofifa.org/players/4/19/230860.png,68,75,1.3,9,21,5'8,Stade Rennais FC,France,Ligue 1,France,1
D. Post,https://cdn.sofifa.org/players/4/19/199407.png,68,68,NA,4,29,6'3,VVV-Venlo,Netherlands,Eredivisie,Netherlands,1
D. Praet,https://cdn.sofifa.org/players/4/19/199652.png,76,81,10,28,24,5'11,Sampdoria,Belgium,Serie A,Italy,2
D. Pröpper,https://cdn.sofifa.org/players/4/19/193158.png,77,78,10.5,47,26,6'1,Brighton & Hove Albion,Netherlands,Premier League,UK,2
D. Rice,https://cdn.sofifa.org/players/4/19/234378.png,73,84,6,21,19,6'1,West Ham United,Republic of Ireland,Premier League,UK,1
D. Rigo,https://cdn.sofifa.org/players/4/19/236615.png,67,80,1.4,3,19,5'11,PSV,Belgium,Eredivisie,Netherlands,1
D. Rolán,https://cdn.sofifa.org/players/4/19/213114.png,75,78,8.5,11,25,5'10,CD Leganés,Uruguay,La Liga,Spain,2
D. Rose,https://cdn.sofifa.org/players/4/19/169595.png,81,81,14.5,92,27,5'9,Tottenham Hotspur,England,Premier League,UK,3
D. Rotariu,https://cdn.sofifa.org/players/4/19/223074.png,71,78,3.3,14,22,5'11,AZ Alkmaar,Romania,Eredivisie,Netherlands,1
D. Rugani,https://cdn.sofifa.org/players/4/19/211320.png,82,86,24.5,95,23,6'3,Juventus,Italy,Serie A,Italy,2
D. Saddiki,https://cdn.sofifa.org/players/4/19/243733.png,66,73,NA,2,21,5'10,Willem II,Netherlands,Eredivisie,Netherlands,1
D. Sakho,https://cdn.sofifa.org/players/4/19/193554.png,74,74,6,30,28,6'0,Bursaspor,Senegal,Süper Lig,Turkey,1
D. Sánchez,https://cdn.sofifa.org/players/4/19/220793.png,84,88,34,105,22,6'2,Tottenham Hotspur,Colombia,Premier League,UK,2
D. Santon,https://cdn.sofifa.org/players/4/19/189484.png,76,76,6.5,47,27,6'2,Roma,Italy,Serie A,Italy,2
D. Schmidt,https://cdn.sofifa.org/players/4/19/204184.png,65,66,NA,2,26,5'10,SC Heerenveen,Netherlands,Eredivisie,Netherlands,1
D. Schwaab,https://cdn.sofifa.org/players/4/19/183426.png,77,77,7,16,29,6'1,PSV,Germany,Eredivisie,Netherlands,2
D. Selke,https://cdn.sofifa.org/players/4/19/212626.png,77,83,12.5,27,23,6'4,Hertha BSC,Germany,Bundesliga,Germany,1
D. Sidibé,https://cdn.sofifa.org/players/4/19/201042.png,79,80,12,61,25,6'0,AS Monaco,France,Ligue 1,France,2
D. Simpson,https://cdn.sofifa.org/players/4/19/169600.png,74,74,3.7,46,31,5'9,Leicester City,England,Premier League,UK,2
D. Sinik,https://cdn.sofifa.org/players/4/19/234129.png,63,77,NA,2,19,5'9,Antalyaspor,Turkey,Süper Lig,Turkey,1
D. Sinkgraven,https://cdn.sofifa.org/players/4/19/216380.png,72,75,3.3,10,22,5'10,Ajax,Netherlands,Eredivisie,Netherlands,1
D. Siovas,https://cdn.sofifa.org/players/4/19/209669.png,72,72,2.4,19,29,6'4,CD Leganés,Greece,La Liga,Spain,2
D. Soddimo,https://cdn.sofifa.org/players/4/19/177906.png,69,69,1,8,30,5'11,Frosinone,Italy,Serie A,Italy,1
D. Solanke,https://cdn.sofifa.org/players/4/19/225539.png,70,84,3.9,37,20,6'2,Liverpool,England,Premier League,UK,1
D. Srna,https://cdn.sofifa.org/players/4/19/139997.png,80,80,1.7,27,36,5'10,Cagliari,Croatia,Serie A,Italy,3
D. Stephens,https://cdn.sofifa.org/players/4/19/182184.png,76,76,7.5,46,29,6'1,Brighton & Hove Albion,England,Premier League,UK,1
D. Sturridge,https://cdn.sofifa.org/players/4/19/171833.png,80,80,15.5,125,28,5'11,Liverpool,England,Premier League,UK,3
D. Suárez,https://cdn.sofifa.org/players/4/19/203843.png,77,77,6.5,22,30,5'8,Getafe CF,Uruguay,La Liga,Spain,1
D. Subašić,https://cdn.sofifa.org/players/4/19/192593.png,83,83,13,70,33,6'3,AS Monaco,Croatia,Ligue 1,France,NA
D. Tadić,https://cdn.sofifa.org/players/4/19/199434.png,81,81,17.5,26,29,5'11,Ajax,Serbia,Eredivisie,Netherlands,NA
D. Tchamba,https://cdn.sofifa.org/players/4/19/240728.png,61,74,NA,1,19,6'0,RC Strasbourg Alsace,Cameroon,Ligue 1,France,1
