Name,Photo,Age,Overall,Potential,Marking,StandingTackle,SlidingTackle,HeadingAccuracy,Dribbling,Curve,BallControl,Aggression,Interceptions,Positioning,Vision,Composure,Crossing,ShortPassing,LongPassing,Acceleration,SprintSpeed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Finishing,Volleys,FKAccuracy,ShotPower,LongShots,Penalties,InternationalReputation,Defending,General,Mental,Passing,Mobility,Power,Rating,Shooting
S. İnan,https://cdn.sofifa.org/players/4/19/124607.png,33,75,75,70,65,58,61,73,83,78,60,62,63,80,75,78,80,79,55,45,58,70,61,68,66,65,68,62,85,78,78,84,2,64.33333333333333,73.75,68,79,57,65,75,75.83333333333333
C. Maggio,https://cdn.sofifa.org/players/4/19/149184.png,36,75,75,74,75,75,74,70,71,77,72,67,74,58,78,77,74,72,68,72,74,76,68,86,79,77,67,79,55,75,69,57,2,74.66666666666667,73,69.8,74.33333333333333,72.5,77.5,75,67
Mexer,https://cdn.sofifa.org/players/4/19/196801.png,29,75,75,73,75,74,72,59,55,69,78,75,43,54,75,40,72,55,52,67,66,66,64,75,74,79,44,50,32,49,59,38,2,74,63.75,65,55.666666666666664,62.75,73,75,45.333333333333336
F. Magnanelli,https://cdn.sofifa.org/players/4/19/149185.png,33,75,75,78,76,75,61,56,62,72,85,79,53,70,82,61,72,71,67,65,63,72,64,55,69,70,45,60,61,68,66,57,2,76.33333333333333,62.75,73.8,68,66.75,64.5,75,59.5
J. Figal,https://cdn.sofifa.org/players/4/19/219841.png,24,75,81,72,76,67,74,69,44,73,75,76,35,57,73,57,73,68,73,71,73,76,63,78,79,73,42,28,30,61,45,37,1,71.66666666666667,65,63.2,66,73.25,73.25,78,40.5
V. Claesson,https://cdn.sofifa.org/players/4/19/207554.png,26,75,78,43,43,46,40,71,69,74,68,38,73,77,77,65,74,69,72,74,76,76,63,48,88,64,72,64,64,75,74,63,1,44,63.5,66.6,69.33333333333333,74.5,65.75,76.5,68.66666666666667
F. Helander,https://cdn.sofifa.org/players/4/19/207555.png,25,75,77,80,78,74,74,52,39,54,80,77,24,45,63,30,52,48,46,52,54,68,54,68,63,83,28,21,40,58,25,34,1,77.33333333333333,54.75,57.8,43.333333333333336,55,67,76,34.333333333333336
J. Gondorf,https://cdn.sofifa.org/players/4/19/211907.png,30,75,75,67,69,73,59,73,72,74,83,68,65,74,72,68,78,73,72,66,74,74,83,83,90,75,63,59,73,72,69,62,2,69.66666666666667,69.5,72.4,73,71.5,82.75,75,66.33333333333333
R. Ghezzal,https://cdn.sofifa.org/players/4/19/210372.png,26,75,76,25,24,23,56,80,80,80,50,27,73,76,74,74,76,71,73,72,76,63,73,59,68,61,71,59,74,74,75,68,2,24,74,60,73.66666666666667,71,65.25,75.5,70.16666666666667
Adama,https://cdn.sofifa.org/players/4/19/213956.png,22,75,85,16,26,23,40,89,65,83,54,29,62,57,70,72,66,56,97,96,81,63,83,73,75,83,61,52,42,74,55,47,1,21.666666666666668,69.25,54.4,64.66666666666667,84.25,78.5,80,55.166666666666664
O. Duda,https://cdn.sofifa.org/players/4/19/222148.png,23,75,82,63,58,44,49,79,68,80,60,26,68,75,78,62,76,69,70,67,76,72,75,70,78,55,77,70,75,75,53,56,1,55,69,61.4,69,71.25,69.5,78.5,67.66666666666667
R. Bensebaini,https://cdn.sofifa.org/players/4/19/224196.png,23,75,79,73,75,74,74,68,58,73,83,75,62,58,71,73,72,64,69,68,59,75,60,80,77,79,49,43,37,49,43,43,2,74,68.25,69.8,69.66666666666667,67.75,74,77,44
L. Depoitre,https://cdn.sofifa.org/players/4/19/212933.png,29,75,75,35,46,38,84,64,46,73,77,32,78,65,68,42,71,59,48,58,35,73,48,69,69,90,74,70,29,80,64,62,1,39.666666666666664,66.75,64,57.333333333333336,53.5,69,75,63.166666666666664
N. Vlašić,https://cdn.sofifa.org/players/4/19/241095.png,20,75,84,54,55,37,51,83,62,76,63,26,64,72,66,69,75,67,77,80,78,73,74,55,71,66,68,66,58,73,69,66,1,48.666666666666664,68,58.2,70.33333333333333,77,66.5,79.5,66.66666666666667
Rochina,https://cdn.sofifa.org/players/4/19/188103.png,27,75,75,53,54,44,54,80,76,78,65,50,73,76,69,69,77,71,74,72,69,70,68,67,69,73,72,68,72,78,80,69,1,50.333333333333336,72,66.6,72.33333333333333,71.25,69.25,75,73.16666666666667
M. Doherty,https://cdn.sofifa.org/players/4/19/201417.png,26,75,78,69,71,72,62,74,62,75,73,69,71,66,67,71,74,69,74,78,69,68,68,82,89,73,57,46,45,72,62,48,1,70.66666666666667,68.25,69.2,71.33333333333333,72.25,78,76.5,55
C. Musonda,https://cdn.sofifa.org/players/4/19/204233.png,21,75,85,24,20,22,39,82,69,79,32,21,68,67,66,72,73,70,89,80,92,72,84,38,60,41,66,52,59,70,62,55,1,22,67.25,50.8,71.66666666666667,83.25,55.75,80,60.666666666666664
João Teixeira,https://cdn.sofifa.org/players/4/19/210377.png,25,75,78,44,34,31,46,77,60,76,42,28,71,74,68,60,75,72,76,69,73,75,74,52,66,65,66,44,56,64,70,56,1,36.333333333333336,64.75,56.6,69,73.25,64.25,76.5,59.333333333333336
S. Ward,https://cdn.sofifa.org/players/4/19/165321.png,32,75,75,77,76,75,73,71,69,73,80,76,60,64,73,73,73,68,63,60,63,79,62,72,78,72,57,66,55,70,54,62,2,76,71.5,70.6,71.33333333333333,66.25,71,75,60.666666666666664
Y. Cardinale,https://cdn.sofifa.org/players/4/19/221130.png,24,75,78,9,14,16,16,25,13,30,37,15,12,48,57,20,52,41,53,40,43,68,47,57,36,76,14,20,18,25,20,23,2,13,21,33.8,37.666666666666664,51,54,76.5,20
S. Francis,https://cdn.sofifa.org/players/4/19/135883.png,33,75,75,74,79,76,72,67,51,70,75,72,57,63,71,72,73,67,49,54,51,73,58,67,55,77,25,26,61,70,62,44,1,76.33333333333333,65,67.6,70.66666666666667,56.75,64.25,75,48
Lafortiscinho,https://cdn.sofifa.org/players/4/19/230348.png,26,75,75,75,72,76,72,72,80,71,75,73,58,57,68,73,66,74,81,83,80,68,70,73,81,62,48,58,65,54,58,55,1,74.33333333333333,73.75,66.2,71,78,71.5,75,56.333333333333336
M. Valdifiori,https://cdn.sofifa.org/players/4/19/188876.png,32,75,75,67,70,66,65,70,72,79,76,75,53,80,72,75,84,84,54,53,65,68,62,63,55,66,46,59,72,68,68,52,2,67.66666666666667,71.5,71.2,81,60,61.5,75,60.833333333333336
Rubén Pérez,https://cdn.sofifa.org/players/4/19/190156.png,29,75,75,50,80,71,56,62,55,72,87,83,58,74,71,52,78,71,54,45,63,72,67,73,77,71,43,26,57,79,71,50,1,67,61.25,74.6,67,58.5,72,75,54.333333333333336
D. Boyata,https://cdn.sofifa.org/players/4/19/197837.png,27,75,77,68,75,73,76,57,34,61,77,73,47,32,55,46,66,56,66,72,62,55,59,85,77,90,20,36,13,56,25,13,1,72,57,56.8,56,63.75,77.75,76,27.166666666666668
N. Mendy,https://cdn.sofifa.org/players/4/19/198861.png,26,75,77,70,75,74,65,71,69,76,78,74,55,63,70,67,79,72,71,68,74,74,87,76,77,68,49,43,54,62,64,55,1,73,70.25,68,72.66666666666667,71.75,77,76,54.5
A. Martín Arias,https://cdn.sofifa.org/players/4/19/217805.png,25,75,80,20,18,16,14,18,17,22,25,27,19,28,35,20,29,22,62,42,35,71,57,66,35,65,19,12,14,18,15,23,1,18,17.75,26.8,23.666666666666668,52.5,55.75,77.5,16.833333333333332
Pedraza,https://cdn.sofifa.org/players/4/19/228302.png,22,75,80,51,55,56,56,78,65,77,58,48,70,66,65,78,70,66,80,84,72,72,57,61,75,69,72,52,57,78,66,64,1,54,69,61.4,71.33333333333333,77,65.5,77.5,64.83333333333333
Ricardo,https://cdn.sofifa.org/players/4/19/182736.png,35,75,75,12,12,10,11,16,14,16,35,21,11,30,48,13,23,22,36,31,48,71,38,73,41,67,13,19,13,19,11,24,1,11.333333333333334,14.25,29,19.333333333333332,46.5,54.75,75,16.5
Tarantini,https://cdn.sofifa.org/players/4/19/3281.png,34,75,75,72,71,59,77,71,65,75,75,76,72,77,82,62,78,73,51,52,57,78,52,69,54,78,64,69,57,75,73,66,1,67.33333333333333,72,76.4,71,59.5,63.25,75,67.33333333333333
K. Stöger,https://cdn.sofifa.org/players/4/19/204497.png,24,75,80,38,29,35,45,76,68,75,50,35,68,79,68,74,74,77,74,66,76,69,77,58,77,60,67,63,63,69,71,49,1,34,66,60,75,71.25,68,77.5,63.666666666666664
C. Mbemba,https://cdn.sofifa.org/players/4/19/210897.png,23,75,80,69,77,76,74,63,29,68,73,72,52,43,68,47,63,64,70,75,68,63,63,85,68,83,52,37,28,79,42,31,1,74,58.5,61.6,58,69,74.75,77.5,44.833333333333336
A. Limbombe,https://cdn.sofifa.org/players/4/19/201938.png,23,75,79,63,58,53,36,78,77,76,61,48,70,52,71,83,69,59,88,90,90,69,83,77,71,56,66,70,66,79,74,46,1,58,66.75,60.4,70.33333333333333,84.25,71.75,77,66.83333333333333
K. McDonald,https://cdn.sofifa.org/players/4/19/175314.png,29,75,75,76,75,64,56,66,63,74,76,74,60,68,78,69,76,71,47,50,53,75,61,68,70,77,54,50,56,71,64,48,1,71.66666666666667,64.75,71.2,72,56.25,69,75,57.166666666666664
O. Niasse,https://cdn.sofifa.org/players/4/19/208339.png,28,75,75,19,23,24,74,75,63,73,64,35,77,61,67,56,64,35,78,72,68,70,67,71,74,72,77,74,39,76,71,67,1,22,71.25,60.8,51.666666666666664,72,71,75,67.33333333333333
G. Herrera,https://cdn.sofifa.org/players/4/19/215251.png,26,75,78,24,15,17,20,20,12,20,27,28,12,16,43,17,29,18,53,45,39,70,54,56,40,63,17,18,21,24,12,28,1,18.666666666666668,18,25.2,21.333333333333332,51.75,53.25,76.5,20
R. Borré,https://cdn.sofifa.org/players/4/19/220883.png,22,75,82,41,33,22,72,77,79,74,67,35,75,72,77,63,70,61,82,80,82,71,80,79,69,68,76,72,67,75,68,66,1,32,75.5,65.2,64.66666666666667,78.75,74,78.5,70.66666666666667
E. Zukanović,https://cdn.sofifa.org/players/4/19/190931.png,31,75,75,75,77,74,78,50,76,63,70,73,38,51,75,66,66,66,61,54,45,73,39,52,66,84,25,27,79,85,69,69,2,75.33333333333333,66.75,61.4,66,58.25,60.25,75,59
A. Elis,https://cdn.sofifa.org/players/4/19/236245.png,22,75,82,26,21,25,65,78,60,77,68,33,74,71,68,64,65,58,91,90,78,74,63,73,73,72,73,66,57,72,65,65,1,24,70,62.8,62.333333333333336,83.25,70.25,78.5,66.33333333333333
M. Fernández,https://cdn.sofifa.org/players/4/19/174549.png,32,75,75,58,60,56,50,78,80,80,50,60,70,78,76,75,78,76,75,71,76,71,74,66,64,60,61,70,82,78,75,72,2,58,72,66.8,76.33333333333333,73.25,66,75,73
D. Rodríguez,https://cdn.sofifa.org/players/4/19/213974.png,28,75,75,75,77,78,68,55,65,75,78,77,50,55,68,66,68,78,72,53,71,75,75,76,78,69,43,42,47,78,77,58,1,76.66666666666667,65.75,65.6,70.66666666666667,67.75,74.5,75,57.5
T. Klose,https://cdn.sofifa.org/players/4/19/199383.png,30,75,75,75,76,74,81,27,38,52,73,74,37,54,73,24,66,68,48,46,33,73,31,58,65,84,29,32,26,64,35,39,1,75,49.5,62.2,52.666666666666664,50,59.5,75,37.5
A. Cornelius,https://cdn.sofifa.org/players/4/19/201943.png,25,75,79,54,26,12,79,67,45,74,72,28,76,56,71,42,67,43,67,69,49,68,60,72,66,93,75,67,56,77,68,65,2,30.666666666666668,66.25,60.6,50.666666666666664,63.25,72.75,77,68
Kwon Chang Hoon,https://cdn.sofifa.org/players/4/19/211927.png,24,75,79,41,54,53,64,75,75,78,72,61,70,75,76,74,76,70,76,73,80,77,84,50,71,53,72,63,66,75,76,55,1,49.333333333333336,73,70.8,73.33333333333333,76.5,64.5,77,67.83333333333333
C. Larin,https://cdn.sofifa.org/players/4/19/226777.png,23,75,82,21,18,20,76,67,43,69,63,22,74,53,64,35,62,21,69,73,61,71,44,63,69,86,77,60,22,82,68,63,1,19.666666666666668,63.75,55.2,39.333333333333336,68.5,65.5,78.5,62
Tchê Tchê,https://cdn.sofifa.org/players/4/19/234201.png,25,75,78,75,70,68,54,78,71,76,57,68,69,75,70,70,75,72,82,78,79,73,79,59,76,50,62,67,66,73,72,68,1,71,69.75,67.8,72.33333333333333,78,66,76.5,68
M. Leckie,https://cdn.sofifa.org/players/4/19/195033.png,27,75,75,63,48,40,72,76,72,75,73,54,73,65,67,76,68,54,91,89,75,70,78,87,77,70,68,65,36,74,67,69,2,50.333333333333336,73.75,66.4,66,81.25,78,75,63.166666666666664
L. Quiñones,https://cdn.sofifa.org/players/4/19/214491.png,27,75,75,47,23,23,51,76,61,75,59,21,73,70,72,71,69,66,90,93,88,73,67,56,62,63,73,70,40,71,67,54,1,31,65.75,59,68.66666666666667,86,62,75,62.5
Fontàs,https://cdn.sofifa.org/players/4/19/192476.png,28,75,76,65,79,75,72,58,58,67,77,80,43,56,69,60,75,77,32,31,54,75,35,45,41,84,45,46,52,58,47,52,1,73,63.75,65,70.66666666666667,48,51.25,75.5,50
K. Vermeer,https://cdn.sofifa.org/players/4/19/169181.png,32,75,75,14,16,14,16,25,16,39,35,25,19,66,64,13,53,33,60,55,64,71,57,80,36,57,13,11,13,24,13,30,2,14.666666666666666,24,41.8,33,62.5,57.5,75,17.333333333333332
A. Surman,https://cdn.sofifa.org/players/4/19/172768.png,31,75,75,66,68,61,59,67,61,77,68,66,66,78,76,68,82,77,59,53,59,75,72,70,72,65,63,55,68,68,67,67,1,65,66,70.8,75.66666666666667,61.5,69.75,75,64.66666666666667
M. Höger,https://cdn.sofifa.org/players/4/19/198113.png,28,75,75,73,75,73,67,71,72,75,79,80,70,72,79,72,74,72,55,49,62,77,61,77,86,77,65,72,61,75,70,74,2,73.66666666666667,71.25,76,72.66666666666667,60.75,75.25,75,69.5
S. Dann,https://cdn.sofifa.org/players/4/19/157665.png,31,75,75,77,76,75,81,38,30,60,72,77,36,48,70,30,59,58,38,33,42,77,51,66,56,77,40,29,29,52,32,30,2,76,52.25,60.6,49,47.5,62.5,75,35.333333333333336
Jovane Cabral,https://cdn.sofifa.org/players/4/19/244193.png,20,75,87,37,35,28,57,81,76,77,56,23,73,68,80,70,68,55,87,86,88,75,83,72,71,68,65,65,57,69,67,63,1,33.333333333333336,72.75,60,64.33333333333333,84,73.5,81,64.33333333333333
C. Cathcart,https://cdn.sofifa.org/players/4/19/180706.png,29,75,75,75,79,76,76,47,39,59,72,73,27,47,70,39,71,62,40,47,59,70,56,67,59,77,29,30,39,56,41,28,1,76.66666666666667,55.25,57.8,57.333333333333336,54,64.75,75,37.166666666666664
Zaldúa,https://cdn.sofifa.org/players/4/19/220132.png,26,75,78,71,78,79,75,55,53,68,78,76,49,34,63,77,78,55,69,69,63,68,71,67,65,60,25,23,41,48,40,32,1,76,62.75,60,70,67.25,65.75,76.5,34.833333333333336
Pelé,https://cdn.sofifa.org/players/4/19/194020.png,26,75,77,73,75,73,65,66,54,72,82,75,64,66,74,59,77,71,63,60,67,75,63,71,77,74,50,58,65,73,66,77,1,73.66666666666667,64.25,72.2,69,66.25,71.25,76,64.83333333333333
M. Kelly,https://cdn.sofifa.org/players/4/19/184037.png,28,75,76,75,77,76,76,58,60,67,71,72,42,39,74,70,68,64,46,52,56,73,53,68,61,76,38,39,35,61,38,58,2,76,65.25,59.6,67.33333333333333,56.75,64.5,75.5,44.833333333333336
Y. Bolasie,https://cdn.sofifa.org/players/4/19/189157.png,29,75,75,29,34,17,51,79,65,81,76,31,69,68,77,75,71,67,79,84,79,73,74,63,70,74,64,51,49,80,68,65,2,26.666666666666668,69,64.2,71,78.75,70.25,75,62.833333333333336
L. Zelarayán,https://cdn.sofifa.org/players/4/19/215270.png,26,75,77,50,43,35,50,79,74,75,50,44,69,78,61,71,73,72,78,75,91,69,76,81,72,59,64,69,75,73,65,67,1,42.666666666666664,69.5,60.4,72,78.25,72,76,68.83333333333333
Gelson Fernandes,https://cdn.sofifa.org/players/4/19/158438.png,31,75,75,73,74,69,63,64,57,67,87,79,61,68,71,62,72,69,66,60,66,72,67,70,90,75,51,55,55,67,55,50,2,72,62.75,73.2,67.66666666666667,66,75.5,75,55.5
D. Glushakov,https://cdn.sofifa.org/players/4/19/187366.png,31,75,75,68,73,71,66,72,50,78,73,73,75,75,82,70,78,73,71,70,70,75,74,80,80,71,70,68,59,82,78,75,1,70.66666666666667,66.5,75.6,73.66666666666667,71.5,76.25,75,72
Lee Jae Sung,https://cdn.sofifa.org/players/4/19/221671.png,25,75,78,49,54,50,66,73,65,74,77,67,70,80,79,65,78,74,69,67,76,73,62,57,91,69,69,65,58,69,73,44,2,51,69.5,74.6,72.33333333333333,71.25,69.75,76.5,63
Baiano,https://cdn.sofifa.org/players/4/19/175847.png,31,75,75,74,75,73,63,74,63,72,76,75,69,50,71,74,69,63,76,77,77,73,76,77,83,67,56,50,38,69,66,49,1,74,68,68.2,68.66666666666667,75.75,75.75,75,54.666666666666664
A. Hurtado,https://cdn.sofifa.org/players/4/19/212456.png,31,75,75,40,51,48,68,81,63,74,58,40,73,68,64,65,70,69,92,91,91,70,75,76,75,71,73,72,61,74,71,67,2,46.333333333333336,71.5,60.6,68,86,74.25,75,69.66666666666667
A. Mierzejewski,https://cdn.sofifa.org/players/4/19/162280.png,31,75,75,45,36,33,66,77,71,76,73,55,71,74,73,68,76,69,75,69,73,73,78,75,77,70,75,71,72,77,73,64,2,38,72.5,69.2,71,72.5,75,75,72
V. Janssen,https://cdn.sofifa.org/players/4/19/226537.png,24,75,78,39,23,22,74,67,54,75,78,19,78,64,74,35,75,40,60,62,59,75,66,73,57,77,77,65,39,83,68,81,2,28,67.5,62.6,50,64,68.25,76.5,68.83333333333333
E. Paredes,https://cdn.sofifa.org/players/4/19/196073.png,37,75,75,37,22,29,70,73,69,75,55,30,80,69,70,62,69,69,68,67,70,72,68,72,68,80,81,66,75,71,71,78,2,29.333333333333332,71.75,60.8,66.66666666666667,69.25,72,75,73.66666666666667
B. Alemán,https://cdn.sofifa.org/players/4/19/215018.png,28,75,75,65,66,64,60,76,80,74,66,69,74,73,69,72,73,71,78,80,76,70,65,70,71,73,67,66,78,79,78,69,1,65,72.5,70.2,72,76,69.75,75,72.83333333333333
P. Retsos,https://cdn.sofifa.org/players/4/19/234986.png,19,75,85,72,79,73,70,46,31,65,69,75,37,42,73,57,77,62,69,74,67,72,54,74,76,74,26,26,29,60,33,33,1,74.66666666666667,53,59.2,65.33333333333333,70.5,69.5,80,34.5
J. Hernández,https://cdn.sofifa.org/players/4/19/237034.png,19,75,82,44,33,37,69,72,43,65,40,23,75,61,59,58,67,59,88,83,71,74,72,72,74,76,78,54,68,73,74,70,1,38,62.25,51.6,61.333333333333336,79,73.5,78.5,69.5
S. Corchia,https://cdn.sofifa.org/players/4/19/191210.png,27,75,75,75,74,75,70,75,78,75,71,74,72,67,68,76,73,74,74,73,74,73,77,69,68,67,58,58,80,75,69,67,2,74.66666666666667,74.5,70.4,74.33333333333333,73.5,70.25,75,67.83333333333333
Rubén Pardo,https://cdn.sofifa.org/players/4/19/204523.png,25,75,78,53,74,62,48,75,73,76,58,66,69,80,69,62,78,75,64,65,72,75,74,65,55,57,68,42,73,70,73,69,2,63,68,68.4,71.66666666666667,69,62.75,76.5,65.83333333333333
P. Goltz,https://cdn.sofifa.org/players/4/19/214763.png,33,75,75,75,73,69,75,56,73,62,85,70,45,59,71,55,64,66,54,64,54,70,48,73,67,85,48,53,68,70,60,66,1,72.33333333333333,66.5,66,61.666666666666664,60.5,68.25,75,60.833333333333336
D. Türüç,https://cdn.sofifa.org/players/4/19/215531.png,25,75,79,51,61,55,42,76,82,76,67,64,62,75,74,80,79,80,77,74,83,73,76,58,81,65,61,60,79,80,75,74,1,55.666666666666664,69,68.4,79.66666666666667,76.75,70,77,71.5
B. Mechele,https://cdn.sofifa.org/players/4/19/212204.png,25,75,79,79,78,75,78,46,30,61,76,75,30,34,65,47,56,54,60,65,57,67,57,66,73,79,33,27,33,56,24,35,1,77.33333333333333,53.75,56,52.333333333333336,62.25,68.75,77,34.666666666666664
Kaimo Lima,https://cdn.sofifa.org/players/4/19/230381.png,34,75,75,74,76,70,75,68,52,70,68,76,59,58,76,70,74,77,76,78,60,71,59,76,61,77,50,59,70,79,76,66,1,73.33333333333333,66.25,67.4,73.66666666666667,71.25,68.25,75,66.66666666666667
R. Rodelin,https://cdn.sofifa.org/players/4/19/188397.png,28,75,75,44,30,19,80,75,69,77,42,54,75,72,66,75,72,71,68,68,69,73,55,80,82,76,74,75,65,73,71,68,1,31,75.25,61.8,72.66666666666667,69.5,73.25,75,71
Bobô,https://cdn.sofifa.org/players/4/19/152814.png,33,75,75,23,22,19,78,70,53,68,58,29,75,68,78,66,69,58,67,64,69,75,66,76,67,79,78,74,43,79,68,80,2,21.333333333333332,67.25,61.6,64.33333333333333,68.75,72,75,70.33333333333333
L. Ciman,https://cdn.sofifa.org/players/4/19/157678.png,32,75,75,78,72,78,74,63,68,72,79,75,55,64,72,62,73,80,65,64,66,74,68,76,73,70,46,54,69,79,64,47,1,76,69.25,69,71.66666666666667,67.25,71.75,75,59.833333333333336
D. Ba,https://cdn.sofifa.org/players/4/19/177134.png,33,75,75,35,48,45,68,71,76,73,63,46,78,68,78,69,71,65,72,72,57,74,53,76,65,78,74,74,73,77,68,87,3,42.666666666666664,72,66.6,68.33333333333333,68.75,68,75,75.5
H. Medunjanin,https://cdn.sofifa.org/players/4/19/177390.png,33,75,75,60,71,58,51,79,80,75,66,64,66,76,72,66,78,75,65,57,63,76,42,67,72,74,67,65,80,83,78,71,2,63,71.25,68.8,73,65.25,63.75,75,74
José Cañas,https://cdn.sofifa.org/players/4/19/192238.png,31,75,75,70,77,71,50,48,47,68,84,80,57,67,72,53,74,72,55,52,57,75,68,60,74,72,35,27,56,54,58,47,1,72.66666666666667,53.25,72,66.33333333333333,59.75,68.5,75,46.166666666666664
Y. Osorio,https://cdn.sofifa.org/players/4/19/237297.png,24,75,83,74,76,73,70,44,31,59,88,67,30,33,72,33,64,38,57,56,49,72,44,71,66,87,25,35,32,40,30,40,1,74.33333333333333,51,58,45,58.5,67,79,33.666666666666664
Titi,https://cdn.sofifa.org/players/4/19/182001.png,30,75,75,74,80,77,76,46,49,66,80,79,42,49,62,40,44,39,32,35,47,69,45,46,52,88,27,50,45,69,22,71,1,77,59.25,62.4,41,45.75,57.75,75,47.333333333333336
Carles Gil,https://cdn.sofifa.org/players/4/19/210930.png,25,75,76,36,43,39,34,78,76,79,41,40,72,75,72,76,77,75,68,67,74,73,75,60,62,56,70,71,58,63,66,69,2,39.333333333333336,66.75,60,76,70.5,63.25,75.5,66.16666666666667
P. Lasne,https://cdn.sofifa.org/players/4/19/192242.png,29,75,75,72,73,72,65,73,71,75,72,73,68,74,70,72,76,76,66,72,69,75,66,70,75,77,70,71,63,81,75,59,1,72.33333333333333,71,71.4,74.66666666666667,70.5,72,75,69.83333333333333
Lekue,https://cdn.sofifa.org/players/4/19/225523.png,25,75,78,70,69,67,62,76,69,75,67,72,71,70,66,75,74,67,90,84,70,78,73,69,79,73,67,41,56,60,68,53,1,68.66666666666667,70.5,69.2,72,80.5,73.5,76.5,57.5
A. Silva,https://cdn.sofifa.org/players/4/19/218868.png,28,75,75,69,68,65,65,78,70,76,75,66,73,74,71,74,74,69,84,84,83,73,79,69,85,60,63,52,67,70,67,66,1,67.33333333333333,72.25,71.8,72.33333333333333,81,73.25,75,64.16666666666667
A. Danjuma Groeneveld,https://cdn.sofifa.org/players/4/19/236276.png,21,75,84,35,52,47,44,79,70,80,55,32,58,68,73,74,68,63,86,83,74,68,66,60,78,66,72,55,57,80,78,44,1,44.666666666666664,68.25,57.2,68.33333333333333,77.75,67.5,79.5,64.33333333333333
C. Luyindama,https://cdn.sofifa.org/players/4/19/237556.png,24,75,80,64,80,73,81,45,31,58,80,66,21,51,74,27,62,67,66,78,53,67,46,72,73,92,19,30,19,68,53,24,1,72.33333333333333,53.75,58.4,52,66,70.75,77.5,35.5
L. González Pirez,https://cdn.sofifa.org/players/4/19/199669.png,26,75,78,74,74,74,69,64,55,70,80,76,60,64,75,42,72,78,72,75,64,75,54,70,83,76,42,42,39,59,49,49,1,74,64.5,71,64,71.5,70.75,76.5,46.666666666666664
Sergio Álvarez,https://cdn.sofifa.org/players/4/19/199158.png,26,75,78,67,75,69,57,65,59,72,76,76,70,73,82,54,73,75,70,69,72,75,60,73,90,76,60,59,52,80,73,41,1,70.33333333333333,63.25,75.4,67.33333333333333,71.5,74.75,76.5,60.833333333333336
M. Cornet,https://cdn.sofifa.org/players/4/19/215798.png,21,75,80,34,31,29,68,74,68,74,58,35,76,66,65,67,73,53,87,87,81,69,78,71,82,68,75,67,65,80,75,64,1,31.333333333333332,71,60,64.33333333333333,81,74.75,77.5,71
M. Schnatterer,https://cdn.sofifa.org/players/4/19/211703.png,32,75,75,30,36,33,29,70,82,74,47,47,70,72,75,82,75,75,73,76,78,69,71,62,75,64,73,64,83,80,82,84,1,33,63.75,62.2,77.33333333333333,74,68,75,77.66666666666667
O. Kharbin,https://cdn.sofifa.org/players/4/19/237303.png,24,75,80,55,17,23,74,73,64,71,63,23,78,62,65,54,62,37,79,83,81,68,69,73,65,71,76,74,67,79,71,65,1,31.666666666666668,70.5,58.2,51,77.75,69.5,77.5,72
Sergi Guardiola,https://cdn.sofifa.org/players/4/19/229624.png,27,75,76,32,19,18,74,78,73,79,67,28,70,57,56,43,72,41,61,61,60,69,68,63,47,75,80,74,43,76,77,71,1,23,76,55.6,52,62.75,63.25,75.5,70.16666666666667
T. Souček,https://cdn.sofifa.org/players/4/19/236792.png,23,75,83,76,76,74,72,58,49,69,68,74,57,68,68,52,75,69,64,66,46,75,57,67,85,75,52,51,38,72,60,45,1,75.33333333333333,62,67,65.33333333333333,62.75,71,79,53
Y. Ravet,https://cdn.sofifa.org/players/4/19/189945.png,28,75,75,38,33,35,50,74,74,73,41,40,74,75,73,76,75,68,77,77,78,75,70,53,64,66,68,59,66,80,73,48,1,35.333333333333336,67.75,60.6,73,76.75,63.25,75,65.66666666666667
T. Serero,https://cdn.sofifa.org/players/4/19/202746.png,28,75,75,65,72,59,46,74,66,80,68,79,63,72,77,50,78,70,83,77,83,77,90,60,83,39,51,46,43,48,48,49,1,65.33333333333333,66.5,71.8,66,80,68,75,47.5
B. Douglas,https://cdn.sofifa.org/players/4/19/200443.png,28,75,75,71,72,72,62,65,83,72,71,68,68,72,70,83,73,68,76,76,75,70,73,68,86,59,58,49,82,76,66,69,1,71.66666666666667,70.5,69.8,74.66666666666667,74.25,71.5,75,66.66666666666667
S. Johnstone,https://cdn.sofifa.org/players/4/19/206075.png,25,75,80,22,17,20,17,16,16,18,24,17,11,48,32,17,27,35,45,36,55,66,27,61,42,68,11,15,17,24,16,42,1,19.666666666666668,16.75,26.4,26.333333333333332,50.5,49.5,77.5,20.833333333333332
Medrán,https://cdn.sofifa.org/players/4/19/212476.png,24,75,81,65,66,59,61,71,70,77,45,59,65,77,64,70,81,80,60,63,69,71,71,64,62,56,58,57,76,78,80,80,1,63.333333333333336,69.75,62,77,65.75,63.25,78,71.5
